N,Phosphorous,Potassium,Ph,Soil_Moisture,CEC,SEASON,Suitable_Label
99,57,38,6.356295568,5.5,39,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
70,42,43,6.508342839,5.5,7,Rabi       ,"pigeonpeas,apple,coffee"
90,59,35,7.098227926,5.5,6,Rabi       ,"banana,mothbeans,mungbean"
73,43,42,6.310699968,5.5,44,Rabi       ,"lentil,pomegranate,watermelon"
67,46,44,7.093328631,5,42,Rabi       ,chickpea
84,37,42,6.691074249,5.5,43,Rabi       ,"pigeonpeas,apple,coffee"
72,41,36,6.187746776,5.5,44,Rabi       ,"banana,mothbeans,mungbean"
71,56,37,6.491506245,6.5,42,Rabi       ,lentil
64,53,38,6.855362875,5,33,Rabi       ,"orange,papaye"
65,54,39,7.124571593,4,32,Rabi       ,"cotton,jute,coffee"
60,58,37,6.067302109,5.5,35,Rabi       ,"mothbeans,rice,muskmelon"
86,39,43,6.432051512,5.5,31,Whole Year ,"rice,muskmelon,mango"
90,50,44,6.253408852,6.5,30,Whole Year ,"maize,grapes,blackgram"
91,38,36,7.287318723,4,25,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
87,48,38,7.161865733,6,27,Whole Year ,"pigeonpeas,apple,coffee"
72,41,36,6.065898283,5,28,Whole Year ,"banana,mothbeans,mungbean"
71,54,35,7.311077075,5.5,31,Whole Year ,"lentil,pomegranate,watermelon"
82,46,41,6.581693772,5.5,32,Whole Year ,"orange,papaye,coconut"
71,52,43,6.732826127,5.5,33,Whole Year ,"cotton,jute,coffee"
80,43,43,6.014572075,5.5,36,Whole Year ,"mothbeans,rice,muskmelon"
77,55,43,6.663559451,5.5,39,Kharif     ,"rice,muskmelon,mango"
95,57,41,6.434610995,5.5,7,Kharif     ,"maize,grapes,blackgram"
63,47,35,7.432768147,5.5,6,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
93,43,38,6.987332927,5.5,44,Kharif     ,"pigeonpeas,apple,coffee"
87,44,43,6.718725189,5.5,42,Kharif     ,"banana,mothbeans,mungbean"
88,52,39,6.880204617,5.5,43,Kharif     ,"cotton,jute,coffee"
90,39,37,6.86106911,5,35,Kharif     ,"mothbeans,rice,muskmelon"
90,39,43,6.7693455,5.5,31,Kharif     ,"rice,muskmelon,mango"
84,38,43,7.26158085,5.5,30,Kharif     ,"maize,grapes,blackgram"
91,21,26,7.261313694,6.5,25,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
107,21,26,7.235070264,5,27,Kharif     ,"pigeonpeas,apple,coffee"
83,38,35,7.18915558,4,28,Kharif     ,"banana,mothbeans,mungbean"
108,24,31,6.431899748,5.5,31,Kharif     ,"lentil,pomegranate,watermelon"
116,28,34,6.42321105,5.5,32,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
116,23,25,6.869720196,6.5,33,Kharif     ,"pigeonpeas,apple,coffee"
109,31,27,6.973839707,4,36,Kharif     ,"banana,mothbeans,mungbean"
89,25,34,7.184801627,6,39,Kharif     ,"lentil,pomegranate,watermelon"
118,18,32,6.351823783,5,7,Kharif     ,"orange,papaye,coconut"
111,32,34,6.392048018,5.5,6,Kharif     ,"cotton,jute,coffee"
84,36,28,6.119892347,5.5,44,Rabi       ,"mothbeans,rice,muskmelon"
85,33,25,6.910823945,5.5,42,Rabi       ,"rice,muskmelon,mango"
99,15,27,6.501157208,5.5,43,Rabi       ,"maize,grapes,blackgram"
81,30,31,7.027585559,5.5,44,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
95,39,29,7.13411409,5.5,42,Rabi       ,"pigeonpeas,apple,coffee"
81,34,30,6.647765997,5.5,33,Rabi       ,"banana,mothbeans,mungbean"
80,15,28,6.703270635,5.5,32,Rabi       ,"lentil,pomegranate,watermelon"
104,20,26,7.493191968,5.5,35,Rabi       ,"orange,papaye,coconut"
109,29,28,6.724688503,5.5,31,Rabi       ,"cotton,jute,coffee"
100,32,26,6.043485685,5,30,Rabi       ,"mothbeans,rice,muskmelon"
100,24,28,7.101661011,5.5,25,Rabi       ,"rice,muskmelon,mango"
83,21,28,7.466900683,5.5,27,Rabi       ,"maize,grapes,blackgram"
120,23,28,6.877799264,6.5,28,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
104,26,30,6.410992833,5,31,Rabi       ,"pigeonpeas,apple,coffee"
108,33,31,7.393825704,4,32,Rabi       ,"banana,mothbeans"
91,25,26,7.482414225,5.5,33,Rabi       ,"cotton,jute,coffee"
86,26,27,6.081172981,5.5,36,Rabi       ,"mothbeans,rice,muskmelon"
98,18,27,6.516312148,6.5,39,Rabi       ,"rice,muskmelon,mango"
111,27,31,6.043330951,4,7,Whole Year ,"maize,grapes,blackgram"
84,39,35,6.959404135,6,6,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
98,27,27,7.238109556,5,44,Whole Year ,"pigeonpeas,apple,coffee"
118,21,34,7.234258375,5.5,42,Whole Year ,"banana,mothbeans,mungbean"
103,27,31,6.691541233,5.5,43,Whole Year ,"lentil,pomegranate,watermelon"
82,24,33,6.809593554,5.5,44,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
86,31,35,6.485761419,5.5,42,Whole Year ,"pigeonpeas,apple,coffee"
88,35,35,6.784460602,5.5,33,Whole Year ,"banana,mothbeans,mungbean"
84,27,29,7.167092586,5.5,32,Kharif     ,"lentil,pomegranate,watermelon"
120,40,33,6.73410539,5.5,35,Kharif     ,"orange,papaye,coconut"
106,40,30,6.779984384,5.5,31,Kharif     ,"cotton,jute,coffee"
113,21,33,7.277422738,5.5,30,Kharif     ,"mothbeans,rice,muskmelon"
117,34,25,7.21270048,5.5,25,Kharif     ,"rice,muskmelon,mango"
80,30,25,7.487266991,5,27,Kharif     ,"maize,grapes,blackgram"
88,21,27,7.231166546,5.5,28,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
113,33,34,6.559817161,5.5,31,Kharif     ,"pigeonpeas,apple,coffee"
87,23,28,6.979590627,6.5,32,Kharif     ,"banana,mothbeans"
113,15,29,6.779230041,5,33,Kharif     ,"lentil,pomegranate,watermelon"
98,29,30,6.217974349,4,36,Kharif     ,"orange,papaye,coconut"
97,29,27,7.205078785,5.5,39,Kharif     ,"cotton,jute,coffee"
85,35,32,6.854011265,5.5,7,Kharif     ,"mothbeans,rice,muskmelon"
82,29,35,6.246872394,6.5,6,Kharif     ,"rice,muskmelon,mango"
103,33,25,6.911066044,4,44,Kharif     ,"maize,grapes,blackgram"
112,17,28,6.777417989,6,42,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
99,19,33,6.273741983,5,43,Kharif     ,"pigeonpeas,apple,coffee"
120,20,34,6.906124587,5.5,44,Kharif     ,"banana,mothbeans,mungbean"
114,27,28,7.162802357,5.5,42,Kharif     ,"cotton,jute,coffee"
100,40,35,6.955787351,5.5,33,Rabi       ,"mothbeans,rice,muskmelon"
108,35,25,6.971963169,5.5,32,Rabi       ,"rice,muskmelon,mango"
115,31,30,6.840927967,5.5,35,Rabi       ,"maize,grapes,blackgram"
87,28,30,6.536676653,5.5,31,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
82,24,26,6.089443603,5.5,30,Rabi       ,"pigeonpeas,apple,coffee"
94,26,27,7.456460375,5.5,25,Rabi       ,"banana,mothbeans,mungbean"
87,28,35,6.759211911,5.5,27,Rabi       ,"lentil,pomegranate"
118,40,35,7.460174812,5.5,28,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
87,38,29,6.652642579,5,31,Rabi       ,"pigeonpeas,apple,coffee"
92,40,30,6.026287448,5.5,32,Rabi       ,"banana,mothbeans,mungbean"
97,22,26,6.074190142,5.5,33,Rabi       ,"lentil,pomegranate,watermelon"
99,40,32,7.045543056,6.5,36,Rabi       ,"orange,papaye"
89,28,33,6.993236001,5,39,Rabi       ,"cotton,jute,coffee"
112,39,29,6.726528895,4,7,Rabi       ,"mothbeans,rice,muskmelon"
111,28,26,6.937352845,5.5,6,Rabi       ,"rice,muskmelon,mango"
114,20,26,7.27905689,5.5,44,Rabi       ,"maize,grapes,blackgram"
117,26,30,7.079850922,6.5,42,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
111,29,31,6.136286518,4,43,Whole Year ,"pigeonpeas,apple,coffee"
119,30,28,6.505203696,6,44,Whole Year ,"banana,mothbeans,mungbean"
116,40,33,7.042089492,5,42,Whole Year ,"lentil,pomegranate,watermelon"
95,37,35,6.348337519,5.5,33,Whole Year ,"orange,papaye,coconut"
86,40,33,7.432322234,5.5,32,Whole Year ,"cotton,jute,coffee"
117,37,32,6.787658922,5.5,35,Whole Year ,"mothbeans,rice,muskmelon"
105,18,35,6.743417121,5.5,31,Whole Year ,"rice,muskmelon,mango"
109,23,25,7.00733163,5.5,30,Whole Year ,"maize,grapes,blackgram"
80,18,31,7.303033217,5.5,25,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
101,31,26,6.861235184,5.5,27,Whole Year ,pigeonpeas
103,33,33,7.131435858,5.5,28,Whole Year ,"banana,mothbeans,mungbean"
93,26,27,7.288211994,5.5,31,Whole Year ,maize
104,35,28,6.983732393,5.5,32,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
116,36,25,6.172090205,5,33,Whole Year ,"pigeonpeas,apple,coffee"
107,38,29,6.35118177,5.5,36,Whole Year ,"banana,mothbeans,mungbean"
101,33,33,6.908671379,5.5,39,Whole Year ,"lentil,pomegranate,watermelon"
107,31,31,6.766184468,6.5,7,Whole Year ,"orange,papaye,coconut"
99,16,30,6.392791654,5,6,Whole Year ,"cotton,jute,coffee"
103,40,30,6.348316257,4,44,Whole Year ,"mothbeans,rice,muskmelon"
118,31,34,6.123796057,5.5,42,Whole Year ,"rice,muskmelon,mango"
106,21,35,7.428523634,5.5,43,Whole Year ,"maize,grapes,blackgram"
116,38,34,6.020947179,6.5,32,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
97,35,26,6.334610249,4,33,Kharif     ,"pigeonpeas,apple,coffee"
107,34,32,6.78006386,6,36,Kharif     ,"banana,mothbeans,mungbean"
99,15,27,6.086922359,5,39,Kharif     ,"cotton,jute,coffee"
118,33,30,6.362607851,5.5,7,Kharif     ,"mothbeans,rice,muskmelon"
117,32,34,6.758792552,5.5,6,Kharif     ,"rice,muskmelon,mango"
104,18,30,6.779832611,5.5,44,Kharif     ,"maize,grapes,blackgram"
